21400406260;5059296316604;New;72;85,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
21400406250;5059296316581;New;0;85,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
21400406240;5059296316574;New;0;85,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
21412443250;5059328894780;New;71;222,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
21412443260;5059328894803;New;58;222,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
21412443255;5059328894797;New;59;222,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609470;5059370843996;New;102;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609510;5059370844009;New;135;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609310;5059370843958;New;117;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609430;5059370843989;New;233;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609350;5059370843965;New;75;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
65901609390;5059370843972;New;250;16,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
96014908350;5059349942590;New;0;23,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
96014908470;5059349942620;New;396;23,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
96014908430;5059349942613;New;241;23,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
96014908390;5059349942606;New;571;23,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
99612790000;5059328436973;New;54;11,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
90300893010;5057310485947;New;0;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
71044794000;5054449898952;New;0;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
71011593000;5057501993848;New;0;14,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
71011592000;5057501993831;New;0;14,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
71011591000;5057501993824;New;0;14,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
41034092070;5059031856792;New;37;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
31403973235;5057501267147;New;0;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
41034093070;5059031856808;New;20;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
41034091070;5059031856785;New;29;8,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
41034090070;5059031856778;New;23;7,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
39901107050;5057501770395;New;13;9,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss67961a19_pavers;5059388173023;New;0;63,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss67961a18_pavers;5059388173030;New;17;63,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss67961a15_pavers;5059388173054;New;0;63,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss67961a14_pavers;5059388173047;New;16;63,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a9_pavers;5059388006024;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a8_pavers;5059388006017;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a7_pavers;5059388006000;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a6_pavers;5059388005959;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a5_pavers;5059388005942;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a4_pavers;5059388005898;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a24_pavers;5059388006062;New;6;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a23_pavers;5059388006086;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a21_pavers;5059388006123;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a20_pavers;5059388006116;New;0;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a19_pavers;5059388006093;New;6;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
ss68075a18_pavers;5059388006055;New;6;74,9900;0,1960;0,0000;0,0000;None;0,00000;;;Empty;
