Ean;FatherProductId;Name;CategoryCode;BrandName;Size;Color;ImageUrl;HasError;ErrorMessage;
;;;;;;;;True;La taille de l'EAN  est incorrecte, il doit être de type 13;
3260012737265;ALS3260012737265;Galaxy S6 Edge Coque Housse Combinaison Love Bumper;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/2/6/5/1/700x700/ALS3260012737265.jpg;False;;
3260012737272;ALS3260012737272;Galaxy S6 Edge Coque Housse Combinaison Keep Calm Bumper;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/2/7/2/1/700x700/ALS3260012737272.jpg;False;;
3260012737289;ALS3260012737289;Galaxy S6 Edge Coque Housse Combinaison Voiture Noir;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/2/8/9/1/700x700/ALS3260012737289.jpg;False;;
3260012737296;ALS3260012737296;Galaxy S6 Edge Coque Housse Combinaison Voiture Vert;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/2/9/6/1/700x700/ALS3260012737296.jpg;False;;
3260012737302;ALS3260012737302;Galaxy S6 Edge Coque Housse Combinaison Voiture Doré;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/0/2/1/700x700/ALS3260012737302.jpg;False;;
3260012737319;ALS3260012737319;Galaxy S6 Edge Coque Housse Combinaison Voiture Bleu;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/1/9/1/700x700/ALS3260012737319.jpg;False;;
3260012737326;ALS3260012737326;Galaxy S6 Edge Coque Housse Combinaison Voiture Rouge;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/2/6/1/700x700/ALS3260012737326.jpg;False;;
3260012737333;ALS3260012737333;Galaxy S6 Edge Coque Housse Combinaison Voiture Argenté;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/3/3/1/700x700/ALS3260012737333.jpg;False;;
3260012737340;ALS3260012737340;Galaxy S6 Edge Coque Housse Combinaison Voiture Blanc;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/4/0/1/700x700/ALS3260012737340.jpg;False;;
3260012737357;ALS3260012737357;Galaxy S6 Edge Coque Housse Combinaison Voiture Jaune;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/5/7/1/700x700/ALS3260012737357.jpg;False;;
3260012737364;ALS3260012737364;Galaxy S6 Edge Coque Housse Combinaison Armure Noir;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/6/4/1/700x700/ALS3260012737364.jpg;False;;
3260012737371;ALS3260012737371;Galaxy S6 Edge Coque Housse Combinaison Armure Bleu;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/7/1/1/700x700/ALS3260012737371.jpg;False;;
3260012737388;ALS3260012737388;Galaxy S6 Edge Coque Housse Combinaison Armure Doré;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/8/8/1/700x700/ALS3260012737388.jpg;False;;
3260012737395;ALS3260012737395;Galaxy S6 Edge Coque Housse Combinaison Armure Bleu;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/3/9/5/1/700x700/ALS3260012737395.jpg;False;;
3260012737401;ALS3260012737401;Galaxy S6 Edge Coque Housse Combinaison Armure Magenta;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/0/1/1/700x700/ALS3260012737401.jpg;False;;
3260012737418;ALS3260012737418;Galaxy S6 Edge Coque Housse Combinaison Armure Rouge;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/1/8/1/700x700/ALS3260012737418.jpg;False;;
3260012737425;ALS3260012737425;Galaxy S6 Edge Coque Housse Combinaison Armure Argenté;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/2/5/1/700x700/ALS3260012737425.jpg;False;;
3260012737432;ALS3260012737432;Galaxy S6 Edge Coque Housse Combinaison Armure Blanc;07050F01;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/3/2/1/700x700/ALS3260012737432.jpg;False;;
3260012737449;ALS3260012737449;Bijoux Téléphone Anti Plug Lot de 100;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/4/9/1/700x700/ALS3260012737449.jpg;False;;
3260012737456;ALS3260012737456;Bouchon anti-poussière  paquet de 100 (Noir);07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/5/6/1/700x700/ALS3260012737456.jpg;False;;
3260012737463;ALS3260012737463;Bouchon anti-poussière paquet de 100 (Transparent);07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/6/3/1/700x700/ALS3260012737463.jpg;False;;
3260012737470;ALS3260012737470;Bouchon anti-poussière paquet de 100 (Blanc);07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/7/0/1/700x700/ALS3260012737470.jpg;False;;
3260012737487;ALS3260012737487;Bouchon anti-poussière Noir Dauphin;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/8/7/1/700x700/ALS3260012737487.jpg;False;;
3260012737494;ALS3260012737494;Bouchon anti-poussière Blanc Dauphin;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/4/9/4/1/700x700/ALS3260012737494.jpg;False;;
3260012737500;ALS3260012737500;Bouchon anti-poussière Rose Dauphin;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/0/0/1/700x700/ALS3260012737500.jpg;False;;
3260012737517;ALS3260012737517;Bouchon anti-poussière Blanc Dauphin;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/1/7/1/700x700/ALS3260012737517.jpg;False;;
3260012737524;ALS3260012737524;Bouchon anti-poussière Orange Renard;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/2/4/1/700x700/ALS3260012737524.jpg;False;;
3260012737531;ALS3260012737531;Bouchon anti-poussière Blanc Renard;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/3/1/1/700x700/ALS3260012737531.jpg;False;;
3260012737548;ALS3260012737548;Bijoux anti-poussière  Couronne Lot de 10;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/4/8/1/700x700/ALS3260012737548.jpg;False;;
3260012737555;ALS3260012737555;Bijoux anti-poussière  Couronne Lot de 10;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/5/5/1/700x700/ALS3260012737555.jpg;False;;
3260012737562;ALS3260012737562;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/6/2/1/700x700/ALS3260012737562.jpg;False;;
3260012737579;ALS3260012737579;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/7/9/1/700x700/ALS3260012737579.jpg;False;;
3260012737586;ALS3260012737586;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/8/6/1/700x700/ALS3260012737586.jpg;False;;
3260012737593;ALS3260012737593;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/5/9/3/1/700x700/ALS3260012737593.jpg;False;;
3260012737609;ALS3260012737609;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/0/9/1/700x700/ALS3260012737609.jpg;False;;
3260012737616;ALS3260012737616;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/1/6/1/700x700/ALS3260012737616.jpg;False;;
3260012737623;ALS3260012737623;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/2/3/1/700x700/ALS3260012737623.jpg;False;;
3260012737630;ALS3260012737630;Bijoux anti-poussière  Pieds;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/3/0/1/700x700/ALS3260012737630.jpg;False;;
3260012737647;ALS3260012737647;Bijoux anti-poussière Cœurs;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/4/7/1/700x700/ALS3260012737647.jpg;False;;
3260012737678;ALS3260012737678;Bijoux anti-poussière Tour Eiffel 3.5 mm;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/6/7/8/1/700x700/ALS3260012737678.jpg;False;;
3260012737708;ALS3260012737708;Bijoux anti-poussière Queue Plume 3.5 mm;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/7/0/8/1/700x700/ALS3260012737708.jpg;False;;
3260012737715;ALS3260012737715;Bijoux anti-poussière Queue Plume 3.5 mm;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/7/1/5/1/700x700/ALS3260012737715.jpg;False;;
3260012737722;ALS3260012737722;Bijoux anti-poussière Queue Plume 3.5 mm;07050701;ALSATEK;;;https://i2.cdscdn.com/pdt2/7/2/2/1/700x700/ALS3260012737722.jpg;False;;
